,isbn,title,authors,published,description
103,9780190309961,Oxford Australian Junior Dictionary,['Oxford Dictionary'],2017-10-23,"Oxford Australian Junior DictionaryExtend your students' dictionary skills.Over 10,000 headwords and phrases and 400 colour photographs and illustrations.Contains all Oxford Wordlist 500 words, identified by a star icon.Complimentary online activity sheets to practise dictionary skills.Special section at the back on grammar, spelling and punctuation.Additional illustrated section at the back with thematic wordlists covering content such as numbers, shapes, time, seasons, fruit and vegetables and parts of the body."
104,9781488621802,Australian Signpost Maths for NSW 2,"['Alan McSeveny', 'Rachel McSeveny', 'Diane McSeveny Foster', 'Alan Parker', 'Bob Collard', 'Erika Johnson']",2013,
105,9780190312572,Handwriting for New South Wales,['Deborah Davis'],2019,
106,9781741351774,IMaths,"['Mary Serenc', 'Chris Linthorne', 'Lena Ford']",2011-01-01,""" iMaths is an investigative-based numeracy program thath comprehensively addresses both the content and proficency strands of the Australian curriculum"". -- Back cover."
107,9780190323189,Oxford Grammar Student Book 2,['Andrew Woods'],2020-06-03,"Oxford Grammar explores key grammatical concepts in line with the requirements of the Australian Curriculum: English, and helps students connect grammar features to a writing purpose. Best-selling textbook author Andrew Woods uses appealing stimulus pages and authentic literary texts to model grammar in context at the word, sentence and text level, with related writing activities for practice. Oxford Grammar will provide students with the tools they need to be effective when expressing their own ideas.The Student Books feature:complete coverage of the Australian Curriculum: Englishalignment to the requirements of the ACARA Literacy Learning Progression'Test yourself' units offering cumulative revision and preparation for national testing'Using grammar in texts' units to link grammar with the purpose of informative, imaginative and persuasive text typesextension and enrichment unitsopportunities for self-reflection and progress checkinga handy glossary of terms."
108,9781488621192,Australian Signpost Maths NSW 4 Mentals,"['Alan McSeveny', 'Diane McSeveny-Foster', 'Rachel McSeveny']",2017-10-24,"A longtime favourite with teachers, Australian Signpost Maths NSW now features resources to help you take maths learning into the digital age and meet the latest assessment requirements. Consolidate learning with questions from the mentals books and reinforce class learning with an accessible, consistent, and manageable homework approach."
109,9781740202992,Targeting Handwriting,['Jane Pinsker'],2001,"The Targeting Handwriting NSW Year 4 Student Book focuses on consolid ation of joining skills, plus: teaching of trickier joins l ike joining to s, horizontal joins to e, joined double f and joined ft students begin to assess their own letter size and spacing, spac ing between words, and slope Handwriting is one of the mos t crucial skills students will develop in primary school. Targeting Hand writing covers the handwriting curriculum in a clear and structured way, with content directly linked to NSW syllabus outcomes. Writing is a vit al, compelling form of communication. Children need to write every day, for a variety of purposes and for a variety of audiences. To be competen t writers, their handwriting needs to be fluent and legible. The teachin g of handwriting is an essential part of the writing curriculum."
110,9781877085444,Victorian Targeting Handwriting,"['Tricia Dearborn', 'Jo Ryan', 'Stephen Michael King']",2004,"Targeting Handwriting Victoria Year 6 Student Book focuses on develop ing students' own styles, while emphasising fluency and legibility. The book includes: 'Mature' real-world applications, e. g. developing a signature and tips for note taking teaching pag es with two sets of copying lines, for reinforcement and extra practice a section on calligraphy The Targeting Handwritin g Years 3-6 Student Books have been designed to make learning cursive ha ndwriting as easy as possible for students. New skills are introduced se quentially, so that students build on skills one by one and aren't calle d on to use skills that haven't been introduced yet. Wherever pos sible, students copy words underneath models, so that left-handers aren' t disadvantaged, and practice of numerals and punctuation is integrated into the writing activities. The books also encourage and support studen t self-assessment."
111,9781921358906,Go Maths Ace,['Brian Tickle'],2012,
112,9781925168563,ORIGO Stepping Stones 2. 0 Grade 2 Student Journal,"['James Burnett (Mathematics educator)', 'ORIGO Education', 'Calvin Irons']",2017,
113,9781741353006,Victorian Targeting Handwriting,"['Tricia Dearborn', 'Jo Ryan', 'Stephen Michael King']",2004,"Targeting Handwriting Victoria Year 6 Student Book focuses on develop ing students' own styles, while emphasising fluency and legibility. The book includes: 'Mature' real-world applications, e. g. developing a signature and tips for note taking teaching pag es with two sets of copying lines, for reinforcement and extra practice a section on calligraphy The Targeting Handwritin g Years 3-6 Student Books have been designed to make learning cursive ha ndwriting as easy as possible for students. New skills are introduced se quentially, so that students build on skills one by one and aren't calle d on to use skills that haven't been introduced yet. Wherever pos sible, students copy words underneath models, so that left-handers aren' t disadvantaged, and practice of numerals and punctuation is integrated into the writing activities. The books also encourage and support studen t self-assessment."
114,9781743305737,Strategies to Achieve Reading Success,,2012,
115,9780076044832,Spelling Mastery,"['Robert Dixon', 'Siegfried Engelmann']",2007-01,"Spelling Mastery, Student Workbooks, Level F Replacing the old assign-and-test spelling book, Spelling Mastery is an effective, research-based program presents spelling strategies, patterns, and reliable rules. Benefits: Spelling Mastery interweaves three spelling strategies according to students' skill development. The phonemic approach helps beginning spellers learn and apply relationships between spoken sound and written letters to spelling. The morphemic approach shows advanced spellers how to spell prefixes, bases, suffixes and how to combine them to spell multisyllabic words. The intensive whole-word approach teaches students at all levels common words that cannot be taught with phonemic or morphemic strategies. Reliable spelling rules help students move beyond memorization to understand how words are spelled."
116,9780190312503,Handwriting First for Victoria Foundation,['Lesley Ljungdahl'],2018-10-11,"Oxford Handwriting for Victoria is a comprehensive and engaging program designed to introduce and develop the fundamental skills of handwriting. It includes correct posture and grip models, opportunities to model and practise accurate letter formation and joining techniques, and activities to help every student develop a fluent automatic handwriting style. The Oxford Handwriting for Victoria series is comprised of seven student workbooks for years F-6 featuring words from the most recent Oxford Wordlist as well as themes and characters from Oxford Reading for Comprehension. Key Features of the handwriting books include:state-specific handwriting conventionsengaging full-colour illustrationshelpful tips along the waycolouring-in opportunitiesself-assessment tasksnumber tracing."
117,9781563160332,IQRAʾ Arabic Reader 3,"['Fadel Abdallah', 'Faḍl Ibrāhīm ʻAbd Allāh']",1995,
118,9780190302689,Australian Primary Integrated Dictionary and Thesaurus,['Oxford Dictionaries Staff'],2016-08-30,"Aimed at Upper primary students (ages 10 to 12)Completely revised and updated to reflect contemporary word creation and usageOver 20,000 dictionary headwords and 10,000 thesaurus headwordsDictionary entries and corresponding thesaurus entries are located on the same page Dictionary and thesaurus headwords are colour-coded for quick visual reference Mixture of serif and sans serif fonts to distinguish between headwords and definitions and to support readability"
